name,molecule,dosage_form,date_of_approval,company,treatment_for,url_x,molecule_url,drug_class,image,related_drugs,rating,reviews,reviews_url,Availability,Pregnancy & Lactation,CSA Schedule*,Approval History,WADA Class,most_reviewed_condition,most_reviewed_rating,n_reviews,url_y
Plenvu,polyethylene glycol 3350 with electrolytes,for Oral Solution,"May 4, 2018","Salix Pharmaceuticals, Inc.",Bowel Preparation,https://www.drugs.com/mtm/plenvu.html,https://www.drugs.com/mtm/polyethylene-glycol-electrolyte-solution.html,GoLYTELY,,,4.9,419,https://www.drugs.com/comments/polyethylene-glycol-3350-with-electrolytes/plenvu.html,Prescription only,Risk data available,Not a controlled drug,,,Bowel Preparation  ,4.9,418,https://www.drugs.com/comments/polyethylene-glycol-3350-with-electrolytes/plenvu.html
Motegrity,prucalopride,Tablets,"December 14, 2018",Shire plc,Chronic Idiopathic Constipation,https://www.drugs.com/motegrity.html,https://www.drugs.com/mtm/prucalopride.html,Serotoninergic neuroenteric modulators,https://www.drugs.com/images/pills/fio/SHR05470.JPG,"Linzess, lubiprostone, Amitiza, Trulance, linaclotide, prucalopride",5.9,66,https://www.drugs.com/comments/prucalopride/motegrity.html,Prescription only,Risk data available,Not a controlled drug, FDA approved 2018,,Chronic Idiopathic Constipation  ,5.8,63,https://www.drugs.com/comments/prucalopride/motegrity.html
Seysara,sarecycline,Tablets,"October 1, 2018","Almirall, S.A.",Acne,https://www.drugs.com/seysara.html,https://www.drugs.com/mtm/sarecycline.html,Tetracyclines,https://www.drugs.com/images/pills/fio/ALM02470.JPG,"doxycycline, clindamycin topical, erythromycin topical, tetracycline, Tazorac",8.3,9,https://www.drugs.com/comments/sarecycline/seysara.html,Prescription only,Risk data available,Not a controlled drug, FDA approved 2018,,Acne  ,8.3,9,https://www.drugs.com/comments/sarecycline/seysara.html
Apadaz,acetaminophen and benzhydrocodone hydrochloride,Tablets  - formerly KP201,"February 23, 2018","KemPharm, Inc.",Pain,https://www.drugs.com/apadaz.html,https://www.drugs.com/mtm/acetaminophen-and-benzhydrocodone.html,Narcotic analgesic combinations,https://www.drugs.com/images/pills/fio/KVK03420.JPG,,,,,Prescription only,Risk data available,High potential for abuse,Drug history at FDA,,,,,
Arakoda,tafenoquine,Tablets,"August 8, 2018",60 Degrees Pharmaceuticals,Malaria Prevention,https://www.drugs.com/arakoda.html,https://www.drugs.com/mtm/tafenoquine.html,Antimalarial quinolines,,,,,,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,,,,
Arikayce,amikacin liposome,Inhalation Suspension,"September 28, 2018","Insmed, Inc.",Mycobacterium Avium Complex (MAC) Lung Disease,https://www.drugs.com/arikayce.html,https://www.drugs.com/mtm/amikacin-liposome.html,Aminoglycosides,https://www.drugs.com/images/pills/custom/pill34137-1/arikayce.png,,,,,Prescription only,Risk data available,Not a controlled drug,,,,,,
Braftovi,encorafenib,Capsules,"June 27, 2018","Pfizer, Inc.","Melanoma, Metastatic, Colorectal Cancer, Non-Small Cell Lung Cancer",https://www.drugs.com/braftovi.html,https://www.drugs.com/mtm/encorafenib.html,Multikinase inhibitors,https://www.drugs.com/images/pills/fio/ARR00250.JPG,"Opdivo, methotrexate, Keytruda, Avastin, pembrolizumab, fluorouracil, bevacizumab",,,,Prescription only,Risk data available,Not a controlled drug, FDA approved 2018,,,,,
Bryhali,halobetasol propionate,Lotion  - formerly Jemdel,"November 6, 2018",Ortho Dermatologics,Plaque Psoriasis,https://www.drugs.com/bryhali.html,https://www.drugs.com/halobetasol-topical.html,Topical steroids,,,,,,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,,,,
Cimduo,lamivudine and tenofovir disoproxil fumarate,Tablets,"February 28, 2018",Mylan N.V.,HIV Infection,https://www.drugs.com/cimduo.html,https://www.drugs.com/mtm/lamivudine-and-tenofovir.html,Antiviral combinations,,,,,,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,,,,
Cassipa,buprenorphine and naloxone,Sublingual Film,"September 7, 2018",Teva Pharmaceuticals USA Inc.,Opiate Dependence - Maintenance,https://www.drugs.com/cons/cassipa.html,https://www.drugs.com/mtm/buprenorphine-and-naloxone-oral-sublingual.html,Suboxone,,"naltrexone, buprenorphine, Suboxone, buprenorphine / naloxone, Subutex, Vivitrol",,,,Discontinued,Risk data available,Moderate abuse potential,Drug history at FDA,Anti-Doping Classification,,,,
Jivi,antihemophilic factor [recombinant] PEGylated-aucl,Injection,"August 30, 2018",Bayer HealthCare LLC,Hemophilia A,https://www.drugs.com/cons/jivi-intravenous.html,https://www.drugs.com/mtm/antihemophilic-factor-human.html,Advate,,"tranexamic acid, desmopressin, Hemlibra, Cyklokapron, DDAVP, antihemophilic factor",,,,Prescription only,Risk data available,Not a controlled drug,,,,,,
Oxervate,cenegermin-bkbj,Ophthalmic Solution,"August 22, 2018",Dompé farmaceutici SpA,Neurotrophic Keratitis,https://www.drugs.com/cons/oxervate.html,https://www.drugs.com/cons/cenegermin-bkbj.html,Miscellaneous ophthalmic agents,,,,,,Prescription only,Risk data available,Not a controlled drug, FDA approved 2018,,,,,
Retacrit,epoetin alfa-epbx,for Injection,"May 15, 2018",Hospira Inc.,Anemia,https://www.drugs.com/cons/retacrit.html,https://www.drugs.com/mtm/epoetin-alfa.html,Recombinant human erythropoietins,,"Reblozyl, ferrous sulfate, Revlimid, pyridoxine, FeroSul, Aranesp, lenalidomide",,,,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,Anti-Doping Classification,,,,
Consensi,amlodipine and celecoxib,Tablets,"May 31, 2018",Purple Biotech Ltd.,"High Blood Pressure, Osteoarthritis",https://www.drugs.com/consensi.html,https://www.drugs.com/mtm/amlodipine-and-celecoxib.html,Cox-2 inhibitors,https://www.drugs.com/images/pills/fio/BKT05050.JPG,"amlodipine, prednisone, lisinopril, metoprolol, ibuprofen, aspirin, losartan",,,,Discontinued,Risk data available,Not a controlled drug,Drug history at FDA,,,,,
Copiktra,duvelisib,Capsules,"September 24, 2018","Secura Bio, Inc.",Chronic Lymphocytic Leukemia,https://www.drugs.com/copiktra.html,https://www.drugs.com/mtm/duvelisib.html,PI3K inhibitors,https://www.drugs.com/images/pills/fio/VER01150.JPG,"Imbruvica, Jaypirca, Venclexta, rituximab, cyclophosphamide, Rituxan, Calquence",,,,Prescription only,Risk data available,Not a controlled drug, FDA approved 2018,,,,,
Daurismo,glasdegib,Tablets,"November 21, 2018",Pfizer Inc.,Acute Myeloid Leukemia,https://www.drugs.com/daurismo.html,https://www.drugs.com/mtm/glasdegib.html,Hedgehog pathway inhibitors,,,,,,Prescription only,Risk data available,Not a controlled drug, FDA approved 2018,,,,,
Delstrigo,"doravirine, lamivudine and tenofovir disoproxil fumarate",Tablets,"August 30, 2018",Merck,HIV Infection,https://www.drugs.com/delstrigo.html,https://www.drugs.com/mtm/doravirine-lamivudine-and-tenofovir.html,Antiviral combinations,https://www.drugs.com/images/pills/fio/MSD50070.JPG,,,,,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,,,,
Dextenza,dexamethasone,Ophthalmic Insert,"November 30, 2018","Ocular Therapeutix, Inc.","Postoperative Ocular Inflammation, Conjunctivitis, Allergic",https://www.drugs.com/dextenza.html,https://www.drugs.com/mtm/dexamethasone-intraocular.html,Ophthalmic steroids,,"prednisone, diclofenac ophthalmic, cetirizine ophthalmic, dexamethasone ophthalmic, ketorolac ophthalmic, azelastine ophthalmic, prednisolone ophthalmic",,,,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,Anti-Doping Classification,,,,
Diacomit,stiripentol,Capsules and Powder for Oral Suspension,"August 20, 2018",Biocodex,Dravet Syndrome,https://www.drugs.com/diacomit.html,https://www.drugs.com/mtm/stiripentol.html,Gamma-aminobutyric acid reuptake inhibitors,https://www.drugs.com/images/pills/custom/pill27847-1/diacomit.png,"Fintepla, cannabidiol, Epidiolex, fenfluramine, stiripentol",,,,Prescription only,Risk data available,Not a controlled drug, FDA approved 2018,,,,,
Doptelet,avatrombopag,Tablets,"May 21, 2018","Dova Pharmaceuticals, Inc.","Thrombocytopenia, Immune Thrombocytopenia",https://www.drugs.com/doptelet.html,https://www.drugs.com/mtm/avatrombopag.html,Platelet-stimulating agents,https://www.drugs.com/images/pills/fio/DVA00200.JPG,,,,,Prescription only,Risk data available,Not a controlled drug, FDA approved 2018,,,,,
Epidiolex,cannabidiol,Oral Solution,"June 25, 2018",GW Pharmaceuticals plc,"Seizures associated with Lennox-Gastaut Syndrome, Dravet syndrome, or Tuberous Sclerosis Complex",https://www.drugs.com/epidiolex.html,https://www.drugs.com/cannabidiol.html,Miscellaneous anticonvulsants,https://www.drugs.com/images/pills/custom/pill32849-1/epidiolex.png,,,,,Prescription only,Risk data available,Not a controlled drug, FDA approved 2018,,,,,
Firdapse,amifampridine phosphate,Tablets,"November 28, 2018","Catalyst Pharmaceuticals, Inc.",Lambert-Eaton Myasthenic Syndrome,https://www.drugs.com/firdapse.html,https://www.drugs.com/mtm/amifampridine.html,Cholinergic muscle stimulants,https://www.drugs.com/images/pills/fio/CAT02110.JPG,,,,,Prescription only,Risk data available,Not a controlled drug, FDA approved 2018,,,,,
Galafold,migalastat,Capsules,"August 10, 2018",Amicus Therapeutics,Fabry Disease,https://www.drugs.com/galafold.html,https://www.drugs.com/mtm/migalastat.html,Miscellaneous metabolic agents,,"Fabrazyme, Elfabrio, agalsidase beta",,,,Prescription only,Risk data available,Not a controlled drug, FDA approved 2018,,,,,
Ilumya,tildrakizumab-asmn,Injection,"March 20, 2018",Sun Pharmaceutical Industries Ltd.,Plaque Psoriasis,https://www.drugs.com/ilumya.html,https://www.drugs.com/mtm/tildrakizumab.html,Interleukin inhibitors,https://www.drugs.com/images/pills/custom/pill32876-1/ilumya.jpeg,,,,,Prescription only,Risk data available,Not a controlled drug, FDA approved 2018,,,,,
Inbrija,levodopa,Inhalation Powder,"December 21, 2018","Acorda Therapeutics, Inc.",Parkinson's Disease,https://www.drugs.com/inbrija.html,https://www.drugs.com/mtm/levodopa-inhalation.html,Dopaminergic antiparkinsonism agents,https://www.drugs.com/images/pills/fio/ATH03420.JPG,"ropinirole, pramipexole, benztropine, carbidopa / levodopa, Exelon, Gocovri",,,,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,,,,
Libtayo,cemiplimab-rwlc,Injection,"September 28, 2018",Sanofi,"Squamous Cell Carcinoma, Basal Cell Carcinoma, Non-Small Cell Lung Cancer",https://www.drugs.com/libtayo.html,https://www.drugs.com/mtm/cemiplimab.html,Anti-PD-1 and PD-L1 monoclonal antibodies (immune checkpoint inhibitors),https://www.drugs.com/images/pills/custom/pill33226-1/libtayo.jpeg,"Opdivo, methotrexate, Keytruda, Avastin, pembrolizumab, fluorouracil topical, bevacizumab",,,,Prescription only,Risk data available,Not a controlled drug, FDA approved 2018,,,,,
Lorbrena,lorlatinib,Tablets,"November 2, 2018",Pfizer Inc.,Non-Small Cell Lung Cancer,https://www.drugs.com/lorbrena.html,https://www.drugs.com/lorlatinib.html,Multikinase inhibitors,https://www.drugs.com/images/pills/fio/PFZ02270.JPG,"Opdivo, methotrexate, Keytruda, Avastin, pembrolizumab, bevacizumab, Tagrisso",,,,Prescription only,Risk data available,Not a controlled drug, FDA approved 2018,,,,,
Lumoxiti,moxetumomab pasudotox-tdfk,Injection,"September 13, 2018",AstraZeneca and MedImmune,Hairy Cell Leukemia,https://www.drugs.com/lumoxiti.html,https://www.drugs.com/mtm/moxetumomab-pasudotox.html,Miscellaneous antineoplastics,,,,,,Prescription only,Risk data available,Not a controlled drug, FDA approved 2018,,,,,
Mektovi,binimetinib,Tablets,"June 27, 2018",Array BioPharma Inc.,"Melanoma, Metastatic, Non-Small Cell Lung Cancer",https://www.drugs.com/mektovi.html,https://www.drugs.com/mtm/binimetinib.html,Multikinase inhibitors,,"Opdivo, methotrexate, Keytruda, Avastin, pembrolizumab, bevacizumab, nivolumab",,,,Prescription only,Risk data available,Not a controlled drug, FDA approved 2018,,,,,
Aemcolo,rifamycin,Delayed-Release Tablets,"November 16, 2018","Cosmo Technologies, Ltd.",Traveler's Diarrhea,https://www.drugs.com/mtm/aemcolo.html,https://www.drugs.com/mtm/rifamycin.html,Rifamycin derivatives,https://www.drugs.com/images/pills/fio/ARS00010.JPG,,,,,Prescription only,Risk data available,Not a controlled drug, FDA approved 2018,,,,,
Altreno,tretinoin,Lotion,"August 23, 2018",Ortho Dermatologics,Acne,https://www.drugs.com/mtm/altreno.html,https://www.drugs.com/tretinoin.html,Atralin,,,,,,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,,,,
Andexxa,,,"May 3, 2018","Portola Pharmaceuticals, Inc.",Reversal of Anticoagulant Activity of Factor Xa Inhibitors,https://www.drugs.com/mtm/andexxa.html,https://www.drugs.com/mtm/coagulation-factor-xa.html,Anticoagulant reversal agents,,,,,,Prescription only,Risk data available,Not a controlled drug,,,,,,
Asparlas,calaspargase pegol-mknl,Injection,"December 20, 2018",Servier Pharmaceuticals LLC,Acute Lymphoblastic Leukemia,https://www.drugs.com/mtm/asparlas.html,https://www.drugs.com/mtm/calaspargase-pegol.html,Miscellaneous antineoplastics,,,,,,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,,,,
Azedra,iobenguane I 131,Injection,"July 30, 2018",Progenics Pharmaceuticals Inc.,Pheochromocytoma; Paraganglioma,https://www.drugs.com/mtm/azedra.html,https://www.drugs.com/mtm/iobenguane-i-131.html,Therapeutic radiopharmaceuticals,,,,,,Prescription only,,Not a controlled drug,Drug history at FDA,,,,,
Crysvita,burosumab-twza,Injection,"April 17, 2018",Ultragenyx Pharmaceutical Inc.,X-Linked Hypophosphatemia; Tumor-Induced Osteomalacia,https://www.drugs.com/mtm/crysvita.html,https://www.drugs.com/mtm/burosumab.html,Miscellaneous metabolic agents,,,,,,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,,,,
Dexycu,dexamethasone,Intraocular Suspension,"February 9, 2018","EyePoint Pharmaceuticals, Inc.",Postoperative Ocular Inflammation,https://www.drugs.com/mtm/dexycu-intraocular.html,https://www.drugs.com/mtm/dexamethasone-intraocular.html,Dextenza,,,,,,Prescription only,Risk data available,Not a controlled drug,,Anti-Doping Classification,,,,
Elzonris,tagraxofusp-erzs,Injection,"December 21, 2018","Stemline Therapeutics, Inc.",Blastic Plasmacytoid Dendritic Cell Neoplasm,https://www.drugs.com/mtm/elzonris.html,https://www.drugs.com/mtm/tagraxofusp.html,Miscellaneous antineoplastics,,,,,,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,,,,
Firvanq,vancomycin hydrochloride,for Oral Solution,"January 26, 2018",CutisPharma,Clostridium Difficile Associated Diarrhea; Enterocolitis,https://www.drugs.com/mtm/firvanq.html,https://www.drugs.com/vancomycin.html,Glycopeptide antibiotics,,,,,,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,,,,
Fulphila,pegfilgrastim-jmdb,Injection,"June 4, 2018",Mylan N.V.,Neutropenia Associated with Chemotherapy,https://www.drugs.com/mtm/fulphila.html,https://www.drugs.com/pegfilgrastim.html,Fylnetra,https://www.drugs.com/images/pills/custom/pill33213-1/fulphila.jpeg,,,,,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,,,,
Gamifant,emapalumab-lzsg,Injection,"November 20, 2018",Novimmune SA,Hemophagocytic Lymphohistiocytosis,https://www.drugs.com/mtm/gamifant.html,https://www.drugs.com/mtm/emapalumab.html,Selective immunosuppressants,,emapalumab,,,,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,,,,
Herzuma,trastuzumab-pkrb,for Injection,"December 14, 2018","Celltrion, Inc. and Teva Pharmaceutical Industries Ltd.",Breast Cancer,https://www.drugs.com/mtm/herzuma.html,https://www.drugs.com/mtm/trastuzumab.html,Herceptin,,"Verzenio, Ibrance, tamoxifen, letrozole, Arimidex, Xeloda, paclitaxel",,,,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,,,,
Inveltys,loteprednol etabonate,Ophthalmic Suspension,"August 22, 2018","Kala Pharmaceuticals, Inc.",Postoperative Ocular Inflammation,https://www.drugs.com/mtm/inveltys-ophthalmic.html,https://www.drugs.com/mtm/loteprednol-ophthalmic.html,Alrex,,,,,,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,,,,
Jynarque,tolvaptan,Tablets,"April 23, 2018","Otsuka Pharmaceutical Co., Ltd.",Adults at Risk of Rapidly Progressing Autosomal Dominant Polycystic Kidney Disease,https://www.drugs.com/mtm/jynarque.html,https://www.drugs.com/mtm/tolvaptan.html,Samsca,https://www.drugs.com/images/pills/fio/OTS00820.JPG,,,,,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,Anti-Doping Classification,,,,
Khapzory,levoleucovorin,for Injection,"October 19, 2018","Spectrum Pharmaceuticals, Inc.","Methotrexate Rescue, Folic Acid Antagonist Overdose, Colorectal Cancer",https://www.drugs.com/mtm/khapzory.html,https://www.drugs.com/levoleucovorin.html,Antidotes,,,,,,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,,,,
