name,molecule,dosage_form,date_of_approval,company,treatment_for,url_x,molecule_url,drug_class,image,related_drugs,rating,reviews,reviews_url,Availability,Pregnancy & Lactation,CSA Schedule*,Approval History,WADA Class,most_reviewed_condition,most_reviewed_rating,n_reviews,url_y
Dyloject,diclofenac sodium,Injection,"December 23, 2014",Pfizer Inc.,Pain,https://www.drugs.com/pro/dyloject-injection.html,https://www.drugs.com/drug-class/nonsteroidal-anti-inflammatory-agents.html,,https://www.drugs.com/images/pills/nlm/200001167.jpg,"Cimzia, Simponi, gabapentin, acetaminophen, prednisone, ibuprofen, aspirin",7.4,691,https://www.drugs.com/comments/diclofenac/,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,Pain  ,7.0,192,https://www.drugs.com/comments/diclofenac/
Aleve PM,diphenhydramine hydrochloride and naproxen sodium,Caplets,"January 16, 2014","Bayer HealthCare LLC, Consumer Care","Pain, Insomnia",https://www.drugs.com/aleve-pm.html,https://www.drugs.com/mtm/diphenhydramine-and-naproxen.html,Analgesic combinations,https://www.drugs.com/images/pills/custom/pill22319-1/aleve-pm.png,,6.8,40,https://www.drugs.com/comments/diphenhydramine-naproxen/aleve-pm.html,Over the counter,Risk data available,Not a controlled drug,Drug history at FDA,,Insomnia  ,7.0,25,https://www.drugs.com/comments/diphenhydramine-naproxen/aleve-pm.html
Acticlate,doxycycline hyclate,Tablets,"July 25, 2014","Aqua Pharmaceuticals, LLC","Bacterial Infection, Acne",https://www.drugs.com/doxycycline.html,https://www.drugs.com/pro/acticlate.html,Adoxa CK,https://www.drugs.com/images/pills/nlm/246580312.jpg,,6.4,"1,629",https://www.drugs.com/comments/doxycycline/,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,Acne  ,6.8,771,https://www.drugs.com/comments/doxycycline/
Trulicity,dulaglutide,Injection,"September 18, 2014",Eli Lilly and Company,"Diabetes, Type 2, Cardiovascular Risk Reduction",https://www.drugs.com/trulicity.html,https://www.drugs.com/mtm/dulaglutide.html,Incretin Mimetics (GLP-1 Agonists),https://www.drugs.com/images/pills/custom/pill32914-1/trulicity.jpeg,"Repatha, metformin, Ozempic, Jardiance, Xarelto, simvastatin, Lantus",5.2,962,https://www.drugs.com/comments/dulaglutide/trulicity.html,Prescription only,Risk data available,Not a controlled drug, FDA approved 2014,,"Diabetes, Type 2  ",5.1,934,https://www.drugs.com/comments/dulaglutide/trulicity.html
Jublia,efinaconazole,Topical Solution,"June 6, 2014","Valeant Pharmaceuticals International, Inc.","Onychomycosis, Toenail",https://www.drugs.com/jublia.html,https://www.drugs.com/mtm/efinaconazole-topical.html,Topical antifungals,,"terbinafine, itraconazole, Lamisil, griseofulvin, ciclopirox topical, Sporanox",5.6,230,https://www.drugs.com/comments/efinaconazole-topical/jublia.html,Prescription only,Risk data available,Not a controlled drug, FDA approved 2014,,"Onychomycosis, Toenail  ",5.6,228,https://www.drugs.com/comments/efinaconazole-topical/jublia.html
Jardiance,empagliflozin,Tablets,"August 1, 2014","Boehringer Ingelheim Pharmaceuticals, Inc.","Diabetes, Type 2, Cardiovascular Risk Reduction, Heart Failure, Chronic Kidney Disease",https://www.drugs.com/jardiance.html,https://www.drugs.com/mtm/empagliflozin.html,SGLT-2 inhibitors,https://www.drugs.com/images/pills/nlm/00597-0152-90_NLMIMAGE10_8D40C686.jpg,,5.3,317,https://www.drugs.com/comments/empagliflozin/jardiance.html,Prescription only,Risk data available,Not a controlled drug, FDA approved 2014,,"Diabetes, Type 2  ",5.3,304,https://www.drugs.com/comments/empagliflozin/jardiance.html
Xulane,ethinyl estradiol and norelgestromin,Transdermal System,"April 16, 2014",Mylan Inc.,Birth Control,https://www.drugs.com/xulane.html,https://www.drugs.com/mtm/ethinyl-estradiol-and-norelgestromin-transdermal.html,Contraceptives,https://www.drugs.com/images/pills/custom/pill32686-2/xulane.jpeg,,5.7,494,https://www.drugs.com/comments/ethinyl-estradiol-norelgestromin/xulane.html,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,,,,
Arnuity Ellipta,fluticasone furoate,Inhalation Powder,"August 20, 2014",GlaxoSmithKline plc,"Asthma, Asthma, Maintenance",https://www.drugs.com/arnuity-ellipta.html,https://www.drugs.com/mtm/fluticasone-inhalation.html,Inhaled corticosteroids,,"Symbicort, Ventolin HFA, Dupixent, Ventolin, Breo Ellipta, Xopenex",6.0,13,https://www.drugs.com/comments/fluticasone/arnuity-ellipta.html,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,Anti-Doping Classification,"Asthma, Maintenance  ",6.0,13,https://www.drugs.com/comments/fluticasone/arnuity-ellipta.html
Gardasil 9,"human papillomavirus 9-valent vaccine, recombinant",Injection,"December 10, 2014","Merck & Co., Inc.",Human Papillomavirus Prophylaxis,https://www.drugs.com/gardasil.html,https://www.drugs.com/mtm/human-papillomavirus-hpv-vaccine-9-valent.html,Viral vaccines,,"Cervarix, human papillomavirus vaccine",5.4,38,https://www.drugs.com/comments/human-papillomavirus-vaccine/gardasil-9.html,Prescription only,Risk data available,Not a controlled drug,,,Human Papillomavirus Prophylaxis  ,5.4,35,https://www.drugs.com/comments/human-papillomavirus-vaccine/gardasil-9.html
Hysingla ER,hydrocodone bitartrate,Extended-Release Tablets,"November 20, 2014",Purdue Pharma L.P.,Chronic Pain,https://www.drugs.com/hysingla-er.html,https://www.drugs.com/hydrocodone.html,Opioids (narcotic analgesics),https://www.drugs.com/images/pills/fio/PUP02710.JPG,,4.1,98,https://www.drugs.com/comments/hydrocodone/hysingla-er.html,Prescription only,Risk data available,High potential for abuse,Drug history at FDA,,Pain  ,4.1,98,https://www.drugs.com/comments/hydrocodone/hysingla-er.html
Afrezza,insulin human [rDNA origin],Inhalation Powder  - formerly Afresa,"June 27, 2014",MannKind Corporation,"Diabetes, Type 1, Diabetes, Type 2",https://www.drugs.com/afrezza.html,https://www.drugs.com/mtm/insulin-inhalation.html,Insulin,,,5.4,37,https://www.drugs.com/comments/insulin-inhalation-rapid-acting/afrezza.html,Prescription only,Risk data available,Not a controlled drug,,,"Diabetes, Type 1  ",6.0,23,https://www.drugs.com/comments/insulin-inhalation-rapid-acting/afrezza.html
Soolantra,ivermectin,Cream,"December 19, 2014","Galderma Laboratories, L.P.",Rosacea,https://www.drugs.com/soolantra.html,https://www.drugs.com/cons/ivermectin-topical-application.html,Topical anti-infectives,,,7.7,294,https://www.drugs.com/comments/ivermectin-topical/soolantra.html,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,Rosacea  ,7.7,293,https://www.drugs.com/comments/ivermectin-topical/soolantra.html
Harvoni,ledipasvir and sofosbuvir,Tablets and Oral Pellets,"October 10, 2014","Gilead Sciences, Inc.",Hepatitis C,https://www.drugs.com/harvoni.html,https://www.drugs.com/mtm/ledipasvir-and-sofosbuvir.html,Antiviral combinations,https://www.drugs.com/images/pills/nlm/619581801.jpg,"Vosevi, Epclusa, Mavyret, sofosbuvir / velpatasvir, ribavirin, Sovaldi",8.6,398,https://www.drugs.com/comments/ledipasvir-sofosbuvir/harvoni.html,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,Hepatitis C  ,8.6,398,https://www.drugs.com/comments/ledipasvir-sofosbuvir/harvoni.html
Saxenda,liraglutide,Injection,"December 23, 2014",Novo Nordisk Inc.,Weight Loss (Obesity/Overweight),https://www.drugs.com/saxenda.html,https://www.drugs.com/mtm/liraglutide.html,Victoza,https://www.drugs.com/images/pills/custom/pill34279-1.webp,"Mounjaro, semaglutide, phentermine, Wegovy, Zepbound, Alli",7.5,"1,445",https://www.drugs.com/comments/liraglutide/saxenda.html,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,Weight Loss (Obesity/Overweight)  ,7.5,1441,https://www.drugs.com/comments/liraglutide/saxenda.html
Purixan,mercaptopurine,Oral Suspension,"April 28, 2014","Nova Laboratories, Ltd.",Acute Lymphoblastic Leukemia,https://www.drugs.com/mtm/mercaptopurine.html,https://www.drugs.com/mtm/purixan.html,Purinethol,https://www.drugs.com/images/pills/nlm/000935510.jpg,,6.2,31,https://www.drugs.com/comments/mercaptopurine/,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,"Crohn's Disease, Maintenance  Off-label",5.5,15,https://www.drugs.com/comments/mercaptopurine/
Rasuvo,methotrexate,Injection  - formerly MPI-2505,"July 11, 2014","Medac Pharma, Inc.","Rheumatoid Arthritis, Juvenile Rheumatoid Arthritis, Psoriasis",https://www.drugs.com/mtm/methotrexate-injection.html,https://www.drugs.com/mtm/otrexup-injection.html,Rasuvo,https://www.drugs.com/images/pills/nlm/200000905.jpg,,6.6,332,https://www.drugs.com/comments/methotrexate/,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,Rheumatoid Arthritis  ,6.1,147,https://www.drugs.com/comments/methotrexate/
Movantik,naloxegol,Tablets,"September 16, 2014",AstraZeneca Pharmaceuticals LP,Opioid-Induced Constipation,https://www.drugs.com/movantik.html,https://www.drugs.com/mtm/naloxegol.html,Peripheral opioid receptor antagonists,https://www.drugs.com/images/pills/fio/ASZ19700.JPG,,4.9,262,https://www.drugs.com/comments/naloxegol/movantik.html,Prescription only,Risk data available,Not a controlled drug, FDA approved 2014,,"Constipation, Drug Induced  ",4.7,159,https://www.drugs.com/comments/naloxegol/movantik.html
Ofev,nintedanib,Capsules,"October 15, 2014","Boehringer Ingelheim Pharmaceuticals, Inc.",Idiopathic Pulmonary Fibrosis; Interstitial Lung Disease,https://www.drugs.com/ofev.html,https://www.drugs.com/nintedanib.html,Multikinase inhibitors,https://www.drugs.com/images/pills/fio/BIH01450.JPG,,7.5,16,https://www.drugs.com/comments/nintedanib/ofev.html,Prescription only,Risk data available,Not a controlled drug, FDA approved 2014,,Idiopathic Pulmonary Fibrosis  ,7.5,12,https://www.drugs.com/comments/nintedanib/ofev.html
Opdivo,nivolumab,Injection,"December 22, 2014",Bristol-Myers Squibb Company,"Melanoma, Metastatic, Non-Small Cell Lung Cancer, Renal Cell Carcinoma, Hodgkin's Lymphoma, Head and Neck Cancer, Urothelial Carcinoma, Colorectal Cancer, Hepatocellular Carcinoma, Esophageal Carcinoma, Malignant Pleural Mesothelioma, Gastric Cancer",https://www.drugs.com/opdivo.html,https://www.drugs.com/nivolumab.html,Anti-PD-1 and PD-L1 monoclonal antibodies (immune checkpoint inhibitors),https://www.drugs.com/images/pills/custom/pill32884-1/opdivo.jpeg,"Keytruda, Yervoy, methotrexate, Avastin, pembrolizumab, fluorouracil, capecitabine",5.2,85,https://www.drugs.com/comments/nivolumab/opdivo.html,Prescription only,Risk data available,Not a controlled drug, FDA approved 2014,,Non-Small Cell Lung Cancer  ,4.9,32,https://www.drugs.com/comments/nivolumab/opdivo.html
Opdivo,nivolumab,Injection,"December 22, 2014",Bristol-Myers Squibb Company,"Melanoma, Metastatic, Non-Small Cell Lung Cancer, Renal Cell Carcinoma, Hodgkin's Lymphoma, Head and Neck Cancer, Urothelial Carcinoma, Colorectal Cancer, Hepatocellular Carcinoma, Esophageal Carcinoma, Malignant Pleural Mesothelioma, Gastric Cancer",https://www.drugs.com/opdivo.html,https://www.drugs.com/nivolumab.html,Anti-PD-1 and PD-L1 monoclonal antibodies (immune checkpoint inhibitors),https://www.drugs.com/images/pills/custom/pill32884-1/opdivo.jpeg,"Keytruda, Yervoy, methotrexate, Avastin, pembrolizumab, fluorouracil, capecitabine",5.2,85,https://www.drugs.com/comments/nivolumab/opdivo.html,Prescription only,Risk data available,Not a controlled drug, FDA approved 2014,,Non-Small Cell Lung Cancer  ,4.9,32,https://www.drugs.com/comments/nivolumab/opdivo.html
Opdivo,nivolumab,Injection,"December 22, 2014",Bristol-Myers Squibb Company,"Melanoma, Metastatic, Non-Small Cell Lung Cancer, Renal Cell Carcinoma, Hodgkin's Lymphoma, Head and Neck Cancer, Urothelial Carcinoma, Colorectal Cancer, Hepatocellular Carcinoma, Esophageal Carcinoma, Malignant Pleural Mesothelioma, Gastric Cancer",https://www.drugs.com/opdivo.html,https://www.drugs.com/nivolumab.html,Anti-PD-1 and PD-L1 monoclonal antibodies (immune checkpoint inhibitors),https://www.drugs.com/images/pills/custom/pill32884-1/opdivo.jpeg,"Keytruda, Yervoy, methotrexate, Avastin, pembrolizumab, fluorouracil, capecitabine",5.2,85,https://www.drugs.com/comments/nivolumab/opdivo.html,Prescription only,Risk data available,Not a controlled drug, FDA approved 2014,,Non-Small Cell Lung Cancer  ,4.9,32,https://www.drugs.com/comments/nivolumab/opdivo.html
Opdivo,nivolumab,Injection,"December 22, 2014",Bristol-Myers Squibb Company,"Melanoma, Metastatic, Non-Small Cell Lung Cancer, Renal Cell Carcinoma, Hodgkin's Lymphoma, Head and Neck Cancer, Urothelial Carcinoma, Colorectal Cancer, Hepatocellular Carcinoma, Esophageal Carcinoma, Malignant Pleural Mesothelioma, Gastric Cancer",https://www.drugs.com/opdivo.html,https://www.drugs.com/nivolumab.html,Anti-PD-1 and PD-L1 monoclonal antibodies (immune checkpoint inhibitors),https://www.drugs.com/images/pills/custom/pill32884-1/opdivo.jpeg,"Keytruda, Yervoy, methotrexate, Avastin, pembrolizumab, fluorouracil, capecitabine",5.2,85,https://www.drugs.com/comments/nivolumab/opdivo.html,Prescription only,Risk data available,Not a controlled drug, FDA approved 2014,,Non-Small Cell Lung Cancer  ,4.9,32,https://www.drugs.com/comments/nivolumab/opdivo.html
Opdivo,nivolumab,Injection,"December 22, 2014",Bristol-Myers Squibb Company,"Melanoma, Metastatic, Non-Small Cell Lung Cancer, Renal Cell Carcinoma, Hodgkin's Lymphoma, Head and Neck Cancer, Urothelial Carcinoma, Colorectal Cancer, Hepatocellular Carcinoma, Esophageal Carcinoma, Malignant Pleural Mesothelioma, Gastric Cancer",https://www.drugs.com/opdivo.html,https://www.drugs.com/nivolumab.html,Anti-PD-1 and PD-L1 monoclonal antibodies (immune checkpoint inhibitors),https://www.drugs.com/images/pills/custom/pill32884-1/opdivo.jpeg,"Keytruda, Yervoy, methotrexate, Avastin, pembrolizumab, fluorouracil, capecitabine",5.2,85,https://www.drugs.com/comments/nivolumab/opdivo.html,Prescription only,Risk data available,Not a controlled drug, FDA approved 2014,,Non-Small Cell Lung Cancer  ,4.9,32,https://www.drugs.com/comments/nivolumab/opdivo.html
Opdivo,nivolumab,Injection,"December 22, 2014",Bristol-Myers Squibb Company,"Melanoma, Metastatic, Non-Small Cell Lung Cancer, Renal Cell Carcinoma, Hodgkin's Lymphoma, Head and Neck Cancer, Urothelial Carcinoma, Colorectal Cancer, Hepatocellular Carcinoma, Esophageal Carcinoma, Malignant Pleural Mesothelioma, Gastric Cancer",https://www.drugs.com/opdivo.html,https://www.drugs.com/nivolumab.html,Anti-PD-1 and PD-L1 monoclonal antibodies (immune checkpoint inhibitors),https://www.drugs.com/images/pills/custom/pill32884-1/opdivo.jpeg,"Keytruda, Yervoy, methotrexate, Avastin, pembrolizumab, fluorouracil, capecitabine",5.2,85,https://www.drugs.com/comments/nivolumab/opdivo.html,Prescription only,Risk data available,Not a controlled drug, FDA approved 2014,,Non-Small Cell Lung Cancer  ,4.9,32,https://www.drugs.com/comments/nivolumab/opdivo.html
Opdivo,nivolumab,Injection,"December 22, 2014",Bristol-Myers Squibb Company,"Melanoma, Metastatic, Non-Small Cell Lung Cancer, Renal Cell Carcinoma, Hodgkin's Lymphoma, Head and Neck Cancer, Urothelial Carcinoma, Colorectal Cancer, Hepatocellular Carcinoma, Esophageal Carcinoma, Malignant Pleural Mesothelioma, Gastric Cancer",https://www.drugs.com/opdivo.html,https://www.drugs.com/nivolumab.html,Anti-PD-1 and PD-L1 monoclonal antibodies (immune checkpoint inhibitors),https://www.drugs.com/images/pills/custom/pill32884-1/opdivo.jpeg,"Keytruda, Yervoy, methotrexate, Avastin, pembrolizumab, fluorouracil, capecitabine",5.2,85,https://www.drugs.com/comments/nivolumab/opdivo.html,Prescription only,Risk data available,Not a controlled drug, FDA approved 2014,,Non-Small Cell Lung Cancer  ,4.9,32,https://www.drugs.com/comments/nivolumab/opdivo.html
Opdivo,nivolumab,Injection,"December 22, 2014",Bristol-Myers Squibb Company,"Melanoma, Metastatic, Non-Small Cell Lung Cancer, Renal Cell Carcinoma, Hodgkin's Lymphoma, Head and Neck Cancer, Urothelial Carcinoma, Colorectal Cancer, Hepatocellular Carcinoma, Esophageal Carcinoma, Malignant Pleural Mesothelioma, Gastric Cancer",https://www.drugs.com/opdivo.html,https://www.drugs.com/nivolumab.html,Anti-PD-1 and PD-L1 monoclonal antibodies (immune checkpoint inhibitors),https://www.drugs.com/images/pills/custom/pill32884-1/opdivo.jpeg,"Keytruda, Yervoy, methotrexate, Avastin, pembrolizumab, fluorouracil, capecitabine",5.2,85,https://www.drugs.com/comments/nivolumab/opdivo.html,Prescription only,Risk data available,Not a controlled drug, FDA approved 2014,,Non-Small Cell Lung Cancer  ,4.9,32,https://www.drugs.com/comments/nivolumab/opdivo.html
Opdivo,nivolumab,Injection,"December 22, 2014",Bristol-Myers Squibb Company,"Melanoma, Metastatic, Non-Small Cell Lung Cancer, Renal Cell Carcinoma, Hodgkin's Lymphoma, Head and Neck Cancer, Urothelial Carcinoma, Colorectal Cancer, Hepatocellular Carcinoma, Esophageal Carcinoma, Malignant Pleural Mesothelioma, Gastric Cancer",https://www.drugs.com/opdivo.html,https://www.drugs.com/nivolumab.html,Anti-PD-1 and PD-L1 monoclonal antibodies (immune checkpoint inhibitors),https://www.drugs.com/images/pills/custom/pill32884-1/opdivo.jpeg,"Keytruda, Yervoy, methotrexate, Avastin, pembrolizumab, fluorouracil, capecitabine",5.2,85,https://www.drugs.com/comments/nivolumab/opdivo.html,Prescription only,Risk data available,Not a controlled drug, FDA approved 2014,,Non-Small Cell Lung Cancer  ,4.9,32,https://www.drugs.com/comments/nivolumab/opdivo.html
Opdivo,nivolumab,Injection,"December 22, 2014",Bristol-Myers Squibb Company,"Melanoma, Metastatic, Non-Small Cell Lung Cancer, Renal Cell Carcinoma, Hodgkin's Lymphoma, Head and Neck Cancer, Urothelial Carcinoma, Colorectal Cancer, Hepatocellular Carcinoma, Esophageal Carcinoma, Malignant Pleural Mesothelioma, Gastric Cancer",https://www.drugs.com/opdivo.html,https://www.drugs.com/nivolumab.html,Anti-PD-1 and PD-L1 monoclonal antibodies (immune checkpoint inhibitors),https://www.drugs.com/images/pills/custom/pill32884-1/opdivo.jpeg,"Keytruda, Yervoy, methotrexate, Avastin, pembrolizumab, fluorouracil, capecitabine",5.2,85,https://www.drugs.com/comments/nivolumab/opdivo.html,Prescription only,Risk data available,Not a controlled drug, FDA approved 2014,,Non-Small Cell Lung Cancer  ,4.9,32,https://www.drugs.com/comments/nivolumab/opdivo.html
Opdivo,nivolumab,Injection,"December 22, 2014",Bristol-Myers Squibb Company,"Melanoma, Metastatic, Non-Small Cell Lung Cancer, Renal Cell Carcinoma, Hodgkin's Lymphoma, Head and Neck Cancer, Urothelial Carcinoma, Colorectal Cancer, Hepatocellular Carcinoma, Esophageal Carcinoma, Malignant Pleural Mesothelioma, Gastric Cancer",https://www.drugs.com/opdivo.html,https://www.drugs.com/nivolumab.html,Anti-PD-1 and PD-L1 monoclonal antibodies (immune checkpoint inhibitors),https://www.drugs.com/images/pills/custom/pill32884-1/opdivo.jpeg,"Keytruda, Yervoy, methotrexate, Avastin, pembrolizumab, fluorouracil, capecitabine",5.2,85,https://www.drugs.com/comments/nivolumab/opdivo.html,Prescription only,Risk data available,Not a controlled drug, FDA approved 2014,,Non-Small Cell Lung Cancer  ,4.9,32,https://www.drugs.com/comments/nivolumab/opdivo.html
Opdivo,nivolumab,Injection,"December 22, 2014",Bristol-Myers Squibb Company,"Melanoma, Metastatic, Non-Small Cell Lung Cancer, Renal Cell Carcinoma, Hodgkin's Lymphoma, Head and Neck Cancer, Urothelial Carcinoma, Colorectal Cancer, Hepatocellular Carcinoma, Esophageal Carcinoma, Malignant Pleural Mesothelioma, Gastric Cancer",https://www.drugs.com/opdivo.html,https://www.drugs.com/nivolumab.html,Anti-PD-1 and PD-L1 monoclonal antibodies (immune checkpoint inhibitors),https://www.drugs.com/images/pills/custom/pill32884-1/opdivo.jpeg,"Keytruda, Yervoy, methotrexate, Avastin, pembrolizumab, fluorouracil, capecitabine",5.2,85,https://www.drugs.com/comments/nivolumab/opdivo.html,Prescription only,Risk data available,Not a controlled drug, FDA approved 2014,,Non-Small Cell Lung Cancer  ,4.9,32,https://www.drugs.com/comments/nivolumab/opdivo.html
Opdivo,nivolumab,Injection,"December 22, 2014",Bristol-Myers Squibb Company,"Melanoma, Metastatic, Non-Small Cell Lung Cancer, Renal Cell Carcinoma, Hodgkin's Lymphoma, Head and Neck Cancer, Urothelial Carcinoma, Colorectal Cancer, Hepatocellular Carcinoma, Esophageal Carcinoma, Malignant Pleural Mesothelioma, Gastric Cancer",https://www.drugs.com/opdivo.html,https://www.drugs.com/nivolumab.html,Anti-PD-1 and PD-L1 monoclonal antibodies (immune checkpoint inhibitors),https://www.drugs.com/images/pills/custom/pill32884-1/opdivo.jpeg,"Keytruda, Yervoy, methotrexate, Avastin, pembrolizumab, fluorouracil, capecitabine",5.2,85,https://www.drugs.com/comments/nivolumab/opdivo.html,Prescription only,Risk data available,Not a controlled drug, FDA approved 2014,,Non-Small Cell Lung Cancer  ,4.9,32,https://www.drugs.com/comments/nivolumab/opdivo.html
