name,molecule,dosage_form,date_of_approval,company,treatment_for,url_x,molecule_url,drug_class,image,related_drugs,rating,reviews,reviews_url,Availability,Pregnancy & Lactation,CSA Schedule*,Approval History,WADA Class,most_reviewed_condition,most_reviewed_rating,n_reviews,url_y
Inqovi,decitabine and cedazuridine,Tablets,"July 7, 2020","Astex Pharmaceuticals, Taiho Oncology, and Otsuka Pharmaceutical",Myelodysplastic Syndrome,https://www.drugs.com/inqovi.html,https://www.drugs.com/mtm/cedazuridine-and-decitabine.html,Antineoplastic combinations,https://www.drugs.com/images/pills/fio/TAI07270.JPG,,,,,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,,,,
Isturisa,osilodrostat,Tablets,"March 6, 2020",Novartis Pharmaceuticals Corporation,Cushing's Syndrome,https://www.drugs.com/isturisa.html,https://www.drugs.com/mtm/osilodrostat.html,Adrenal corticosteroid inhibitors,,"dexamethasone, Decadron, cyproheptadine, mifepristone",,,,Prescription only,Risk data available,Not a controlled drug, FDA approved 2020,Anti-Doping Classification,,,,
Klisyri,tirbanibulin,Ointment,"December 14, 2020","Athenex, Inc.",Actinic Keratosis,https://www.drugs.com/klisyri.html,https://www.drugs.com/mtm/tirbanibulin-topical.html,Topical antineoplastics,,,,,,Prescription only,Risk data available,Not a controlled drug, FDA approved 2020,,,,,
Koselugo,selumetinib,Capsules,"April 10, 2020",AstraZeneca and Merck,Neurofibromatosis Type 1,https://www.drugs.com/koselugo.html,https://www.drugs.com/mtm/selumetinib.html,Multikinase inhibitors,https://www.drugs.com/images/pills/fio/ASZ06100.JPG,selumetinib,,,,Prescription only,Risk data available,Not a controlled drug, FDA approved 2020,,,,,
Kynmobi,apomorphine hydrochloride,Sublingual Film,"May 21, 2020",Sunovion Pharmaceuticals Inc.,Parkinson's Disease,https://www.drugs.com/kynmobi.html,https://www.drugs.com/apomorphine.html,Dopaminergic antiparkinsonism agents,https://www.drugs.com/images/pills/custom/pill33152-1/kynmobi.png,"ropinirole, pramipexole, benztropine, carbidopa / levodopa, Exelon, Gocovri",,,,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,,,,
Lampit,nifurtimox,Tablets,"August 6, 2020",Bayer,Chagas Disease,https://www.drugs.com/lampit.html,https://www.drugs.com/mtm/nifurtimox.html,Miscellaneous antibiotics,https://www.drugs.com/images/pills/custom/pill30661-1/lampit.jpeg,"pentamidine, fexinidazole, benznidazole, nifurtimox",,,,Prescription only,Risk data available,Not a controlled drug, FDA approved 2020,,,,,
Lyumjev,insulin lispro-aabc,Injection,"June 15, 2020",Eli Lilly and Company,"Diabetes, Type 1, Diabetes, Type 2",https://www.drugs.com/lyumjev.html,https://www.drugs.com/insulin-lispro.html,Insulin,https://www.drugs.com/images/pills/custom/pill33136-1.webp,,,,,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,,,,
Margenza,margetuximab-cmkb,Injection,"December 16, 2020","MacroGenics, Inc.",Breast Cancer,https://www.drugs.com/margenza.html,https://www.drugs.com/mtm/margetuximab.html,HER2 inhibitors,,,,,,Prescription only,Risk data available,Not a controlled drug, FDA approved 2020,,,,,
Monjuvi,tafasitamab-cxix,for Injection,"July 31, 2020",MorphoSys AG,Diffuse Large B-Cell Lymphoma,https://www.drugs.com/monjuvi.html,https://www.drugs.com/mtm/tafasitamab.html,CD19 monoclonal antibodies,,,,,,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,,,,
Monoferric,ferric derisomaltose,Injection,"January 16, 2020",Pharmacosmos Therapeutics Inc.,Iron Deficiency Anemia,https://www.drugs.com/monoferric.html,https://www.drugs.com/mtm/ferric-derisomaltose.html,Iron products,,,,,,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,,,,
Advil Dual Action,ibuprofen and acetaminophen,Tablets,"February 28, 2020",GSK Consumer Healthcare,Pain,https://www.drugs.com/mtm/advil-dual-action-with-acetaminophen.html,https://www.drugs.com/drug-class/analgesic-combinations.html,,https://www.drugs.com/images/pills/custom/pill34164-1/acetaminophen-and-ibuprofen.jpeg,,,,,Rx and/or OTC,,Not a controlled drug,Drug history at FDA,,,,,
Alkindi Sprinkle,hydrocortisone,Oral Granules,"September 29, 2020","Eton Pharmaceuticals, Inc.",Adrenocortical Insufficiency,https://www.drugs.com/mtm/alkindi-sprinkle.html,https://www.drugs.com/mtm/hydrocortisone.html,Cortef,https://www.drugs.com/images/pills/custom/pill30881-1/alkindi-sprinkle.jpeg,,,,,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,Anti-Doping Classification,,,,
Bafiertam,monomethyl fumarate,Delayed-Release Capsules,"April 28, 2020",Banner Life Sciences LLC,Multiple Sclerosis,https://www.drugs.com/mtm/bafiertam.html,https://www.drugs.com/mtm/monomethyl-fumarate.html,Selective immunosuppressants,https://www.drugs.com/images/pills/fio/BAN00010.JPG,"Vumerity, Mavenclad, Zeposia, Copaxone, Aubagio, Gilenya, Tysabri",,,,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,,,,
Barhemsys,amisulpride,Injection,"February 26, 2020",Acacia Pharma,"Nausea/Vomiting, Postoperative",https://www.drugs.com/mtm/barhemsys.html,https://www.drugs.com/mtm/amisulpride.html,Miscellaneous antiemetics,,,,,,Prescription only,Risk data available,Not a controlled drug, FDA approved 2020,,,,,
Byfavo,remimazolam,Injection,"July 2, 2020",Cosmo Pharmaceuticals NV,Sedation,https://www.drugs.com/mtm/byfavo.html,https://www.drugs.com/mtm/remimazolam.html,Benzodiazepines,,,,,,Prescription only,Risk data available,Some potential for abuse,Drug history at FDA,,,,,
Cystadrops,cysteamine hydrochloride,Ophthalmic Solution,"August 19, 2020",Recordati Rare Diseases Inc.,Corneal Cystine Crystal Accumulation,https://www.drugs.com/mtm/cystadrops.html,https://www.drugs.com/mtm/cysteamine-ophthalmic.html,Cystaran,,"Cystaran, cysteamine ophthalmic",,,,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,,,,
Durysta,bimatoprost,Implant,"March 3, 2020",Allergan plc,"Glaucoma, Open Angle, Intraocular Hypertension",https://www.drugs.com/mtm/durysta.html,https://www.drugs.com/mtm/bimatoprost-ophthalmic.html,Ophthalmic glaucoma agents,,,,,,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,,,,
Hulio,adalimumab-fkjp,Injection,"July 6, 2020",Mylan Pharmaceuticals Inc.,"Rheumatoid Arthritis, Juvenile Idiopathic Arthritis, Psoriatic Arthritis, Ankylosing Spondylitis, Crohn's Disease, Ulcerative Colitis, Plaque Psoriasis, Hidradenitis Suppurativa, Uveitis",https://www.drugs.com/mtm/hulio.html,https://www.drugs.com/adalimumab.html,Abrilada,,"Entyvio, Cimzia, Otezla, Stelara, Taltz, Lialda, Remicade",,,,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,,,,
Jelmyto,mitomycin,for Pyelocalyceal Solution,"April 15, 2020",UroGen Pharma Ltd.,Urothelial Carcinoma,https://www.drugs.com/mtm/jelmyto-gel.html,https://www.drugs.com/mtm/mitomycin.html,Antibiotics / antineoplastics,,"Keytruda, pembrolizumab, nivolumab, Opdivo, Trodelvy, mitomycin",,,,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,,,,
MenQuadfi,,,"April 23, 2020",Sanofi,Meningococcal Disease Prophylaxis,https://www.drugs.com/mtm/menquadfi.html,https://www.drugs.com/mtm/meningococcal-conjugate-vaccine.html,Menactra,,,,,,Prescription only,Risk data available,Not a controlled drug,,,,,,
Nyvepria,pegfilgrastim-apgf,Injection,"June 10, 2020",Pfizer Inc.,Neutropenia Associated with Chemotherapy,https://www.drugs.com/mtm/nyvepria.html,https://www.drugs.com/pegfilgrastim.html,Fulphila,https://www.drugs.com/images/pills/custom/pill33216-1/nyvepria.jpeg,,,,,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,,,,
Olinvyk,oliceridine,Injection  - formerly Olinvo,"August 7, 2020","Trevena, Inc.",Pain,https://www.drugs.com/mtm/olinvyk.html,https://www.drugs.com/mtm/oliceridine.html,Opioids (narcotic analgesics),,"acetaminophen, tramadol, cyclobenzaprine, naproxen, oxycodone, Tylenol",,,,Prescription only,Risk data available,High potential for abuse, FDA approved 2020,,,,,
Oxlumo,lumasiran,Injection,"November 23, 2020","Alnylam Pharmaceuticals, Inc.",Primary Hyperoxaluria,https://www.drugs.com/mtm/oxlumo.html,https://www.drugs.com/mtm/lumasiran.html,Miscellaneous metabolic agents,,"Rivfloza, nedosiran",,,,Prescription only,Risk data available,Not a controlled drug, FDA approved 2020,,,,,
Pemfexy,pemetrexed,Injection,"February 8, 2020","Eagle Pharmaceuticals, Inc.","Non-Small Cell Lung Cancer, Malignant Pleural Mesothelioma",https://www.drugs.com/mtm/pemfexy.html,https://www.drugs.com/mtm/pemetrexed.html,Alimta,,"Opdivo, methotrexate, Keytruda, Avastin, pembrolizumab, bevacizumab, nivolumab",,,,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,,,,
Riabni,rituximab-arrx,Injection,"December 17, 2020",Amgen,"Non-Hodgkin's Lymphoma, Chronic Lymphocytic Leukemia, Granulomatosis with Polyangiitis, Microscopic Polyangiitis, Rheumatoid Arthritis",https://www.drugs.com/mtm/riabni.html,https://www.drugs.com/rituximab.html,Rituxan,,,,,,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,,,,
Mycapssa,octreotide,Delayed-Release Capsules,"June 26, 2020","Chiasma, Inc.",Acromegaly,https://www.drugs.com/mycapssa.html,https://www.drugs.com/mtm/octreotide-oral-injection.html,Somatostatin and somatostatin analogs,https://www.drugs.com/images/pills/fio/CHI01200.JPG,,,,,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,,,,
FDA Approves Gallium 68 PSMA-11 as the First PSMA-Targeted PET Imaging Drug for Men with Prostate Cancer,,Injection,"December 1, 2020","University of California, San Francisco",Diagnosis and Investigation,https://www.drugs.com/newdrugs/fda-approves-gallium-68-psma-11-first-psma-targeted-pet-imaging-men-prostate-cancer-5395.html,,,,,,,,,,,,,,,,
Nexletol,bempedoic acid,Tablets,"February 21, 2020","Esperion Therapeutics, Inc.","High Cholesterol, Familial Heterozygous, Cardiovascular Risk Reduction",https://www.drugs.com/nexletol.html,https://www.drugs.com/mtm/bempedoic-acid.html,Miscellaneous antihyperlipidemic agents,https://www.drugs.com/images/pills/fio/ESP01180.JPG,,,,,Prescription only,Risk data available,Not a controlled drug, FDA approved 2020,,,,,
Nexlizet,bempedoic acid and ezetimibe,Tablets,"February 26, 2020",Esperion Therapeutics,"High Cholesterol, Familial Heterozygous",https://www.drugs.com/nexlizet.html,https://www.drugs.com/mtm/bempedoic-acid-and-ezetimibe.html,Antihyperlipidemic combinations,https://www.drugs.com/images/pills/custom/pill30087-1/nexlizet.jpeg,,,,,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,,,,
Ongentys,opicapone,Capsules,"April 24, 2020","Neurocrine Biosciences, Inc.",Parkinson's Disease,https://www.drugs.com/ongentys.html,https://www.drugs.com/mtm/opicapone.html,Dopaminergic antiparkinsonism agents,https://www.drugs.com/images/pills/fio/NCB30500.JPG,,,,,Prescription only,Risk data available,Not a controlled drug, FDA approved 2020,,,,,
Onureg,azacitidine,Tablets,"September 1, 2020",Bristol Myers Squibb,Acute Myeloid Leukemia,https://www.drugs.com/onureg.html,https://www.drugs.com/mtm/azacitidine.html,Miscellaneous antineoplastics,https://www.drugs.com/images/pills/fio/CLG07400.JPG,,,,,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,,,,
Oriahnn,elagolix/estradiol/norethindrone acetate and elagolix,Capsules,"May 29, 2020",AbbVie Inc.,Uterine Leiomyomata,https://www.drugs.com/oriahnn.html,https://www.drugs.com/mtm/elagolix-estradiol-and-norethindrone.html,Sex hormone combinations,https://www.drugs.com/images/pills/custom/pill30530-1/oriahnn.png,,,,,Prescription only,Risk data available,Not a controlled drug,,,,,,
Orladeyo,berotralstat,Capsules,"December 3, 2020","BioCryst Pharmaceuticals, Inc.",Hereditary Angioedema,https://www.drugs.com/orladeyo.html,https://www.drugs.com/mtm/berotralstat.html,Hereditary angioedema agents,https://www.drugs.com/images/pills/custom/pill31082-1/orladeyo.png,,,,,Prescription only,Risk data available,Not a controlled drug, FDA approved 2020,,,,,
Palforzia,,,"January 31, 2020","Aimmune Therapeutics, Inc.",Peanut Allergy,https://www.drugs.com/palforzia.html,https://www.drugs.com/mtm/peanut-allergen-extract.html,Allergenics,https://www.drugs.com/images/pills/custom/pill30072-1/palforzia.jpeg,,,,,Prescription only,Risk data available,Not a controlled drug,,,,,,
Pemazyre,pemigatinib,Tablets,"April 17, 2020",Incyte Corporation,"Cholangiocarcinoma, Myeloid/Lymphoid Neoplasms",https://www.drugs.com/pemazyre.html,https://www.drugs.com/mtm/pemigatinib.html,Multikinase inhibitors,,,,,,Prescription only,Risk data available,Not a controlled drug, FDA approved 2020,,,,,
Phesgo,"pertuzumab, trastuzumab, and hyaluronidase-zzxf",Injection,"June 29, 2020",Genentech,Breast Cancer,https://www.drugs.com/phesgo.html,https://www.drugs.com/mtm/hyaluronidase-pertuzumab-and-trastuzumab.html,HER2 inhibitors,,,,,,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,,,,
Anjeso,meloxicam,Injection,"February 20, 2020","Baudax Bio, Inc.",Pain,https://www.drugs.com/pro/anjeso.html,https://www.drugs.com/meloxicam.html,Nonsteroidal anti-inflammatory drugs,,,,,,Discontinued,Risk data available,Not a controlled drug,Drug history at FDA,,,,,
,artesunate,for Injection,"May 26, 2020","Amivas (US), LLC",Malaria,https://www.drugs.com/pro/artesunate-injection.html,https://www.drugs.com/drug-class/miscellaneous-antimalarials.html,,,"doxycycline, clindamycin, hydroxychloroquine, Plaquenil, Vibramycin",,,,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,,,,
Cerianna,fluoroestradiol F18,Injection,"May 20, 2020",Zionexa USA,Diagnosis and Investigation,https://www.drugs.com/pro/cerianna-injection.html,https://www.drugs.com/cons/fluoroestradiol-f-18.html,Diagnostic radiopharmaceuticals,,,,,,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,,,,
Detectnet,copper Cu 64 dotatate,Injection,"September 3, 2020",RadioMedix Inc.,Positron Emission Tomography Imaging,https://www.drugs.com/pro/detectnet.html,https://www.drugs.com/cons/copper-cu-64-dotatate.html,Diagnostic radiopharmaceuticals,,,,,,Prescription only,,Not a controlled drug,,,,,,
Ebanga,ansuvimab-zykl,Injection,"December 21, 2020","Ridgeback Biotherapeutics, LP.",Zaire Ebolavirus Infection,https://www.drugs.com/pro/ebanga.html,https://www.drugs.com/cons/ansuvimab-zykl.html,,,"atoltivimab / maftivimab / odesivimab, Inmazeb, ansuvimab",,,,Prescription only,,,Drug history at FDA,,,,,
Emerphed,ephedrine sulfate,Injection,"April 17, 2020","Nexus Pharmaceuticals, Inc.",Hypotension,https://www.drugs.com/pro/emerphed.html,https://www.drugs.com/ephedrine.html,Vasopressors,,"midodrine, phenylephrine, norepinephrine, ephedrine, Levophed, droxidopa",,,,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,Anti-Doping Classification,,,,
Fensolvi,leuprolide acetate,Injection,"May 1, 2020","Tolmar Pharmaceuticals, Inc.",Precocious Puberty,https://www.drugs.com/pro/fensolvi.html,https://www.drugs.com/leuprolide.html,Gonadotropin releasing hormones,,,,,,Prescription only,Risk data available,Not a controlled drug,,,,,,
