name,molecule,dosage_form,date_of_approval,company,treatment_for,url_x,molecule_url,drug_class,image,related_drugs,rating,reviews,reviews_url,Availability,Pregnancy & Lactation,CSA Schedule*,Approval History,WADA Class,most_reviewed_condition,most_reviewed_rating,n_reviews,url_y
Dupixent,dupilumab,Injection,"March 28, 2017","Regeneron Pharmaceuticals, Inc.","Atopic Dermatitis, Asthma, Chronic rhinosinusitis with nasal polyps, Eosinophilic Esophagitis, Prurigo Nodularis",https://www.drugs.com/dupixent.html,https://www.drugs.com/dupilumab.html,Interleukin inhibitors,https://www.drugs.com/images/pills/custom/pill32680-2/dupixent.jpeg,,6.9,428,https://www.drugs.com/comments/dupilumab/dupixent.html,Prescription only,Risk data available,Not a controlled drug, FDA approved 2017,,Eczema  ,6.7,211,https://www.drugs.com/comments/dupilumab/dupixent.html
Steglatro,ertugliflozin,Tablets,"December 19, 2017",Merck,"Diabetes, Type 2",https://www.drugs.com/steglatro.html,https://www.drugs.com/mtm/ertugliflozin.html,SGLT-2 inhibitors,https://www.drugs.com/images/pills/fio/MSD53640.JPG,,5.8,11,https://www.drugs.com/comments/ertugliflozin/steglatro.html,Prescription only,Risk data available,Not a controlled drug, FDA approved 2017,,"Diabetes, Type 2  ",5.8,11,https://www.drugs.com/comments/ertugliflozin/steglatro.html
Bydureon BCise,exenatide,Extended-Release Injectable Suspension,"October 20, 2017",AstraZeneca,"Diabetes, Type 2",https://www.drugs.com/bydureon.html,https://www.drugs.com/mtm/exenatide.html,Incretin Mimetics (GLP-1 Agonists),https://www.drugs.com/images/pills/custom/pill32958-1/bydureon.jpeg,"metformin, Trulicity, Lantus, Tresiba, Victoza, Levemir",6.4,269,https://www.drugs.com/comments/exenatide/bydureon.html,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,"Diabetes, Type 2  ",6.4,266,https://www.drugs.com/comments/exenatide/bydureon.html
Xhance,fluticasone propionate,Nasal Spray  - formerly OPN-375,"September 18, 2017",OptiNose US Inc.,"Nasal Polyps, Chronic rhinosinusitis with nasal polyps, Rhinitis",https://www.drugs.com/xhance.html,https://www.drugs.com/mtm/fluticasone-nasal.html,Nasal steroids,https://www.drugs.com/images/pills/custom/pill35721-1/xhance.png,,5.4,22,https://www.drugs.com/comments/fluticasone-nasal/xhance.html,Rx and/or OTC,Risk data available,Not a controlled drug,,Anti-Doping Classification,,,,
AirDuo RespiClick,fluticasone propionate and salmeterol,Inhalation Powder,"January 27, 2017",Teva Pharmaceutical Industries Ltd.,"Asthma, Maintenance",https://www.drugs.com/mtm/fluticasone-and-salmeterol.html,https://www.drugs.com/advair.html,Advair HFA,https://www.drugs.com/images/pills/custom/pill35407-1/advair-hfa.jpg,"Trelegy Ellipta, prednisone, albuterol, azithromycin, Symbicort, ipratropium, Ventolin HFA",4.8,268,https://www.drugs.com/comments/fluticasone-salmeterol/,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,Anti-Doping Classification,"Asthma, Maintenance  ",4.5,222,https://www.drugs.com/comments/fluticasone-salmeterol/
Trelegy Ellipta,"fluticasone furoate, umeclidinium and vilanterol",Inhalation Powder,"September 18, 2017",GlaxoSmithKline,"COPD, Asthma, Maintenance",https://www.drugs.com/trelegy-ellipta.html,https://www.drugs.com/mtm/fluticasone-umeclidinium-and-vilanterol.html,... show all 2 dosage forms,https://www.drugs.com/images/pills/custom/pill33217-2/trelegy-ellipta.jpeg,,6.8,237,https://www.drugs.com/comments/fluticasone-umeclidinium-vilanterol/trelegy-ellipta.html,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,Anti-Doping Classification,COPD  ,6.9,172,https://www.drugs.com/comments/fluticasone-umeclidinium-vilanterol/trelegy-ellipta.html
Trelegy Ellipta,"fluticasone furoate, umeclidinium and vilanterol",Inhalation Powder,"September 18, 2017",GlaxoSmithKline,"COPD, Asthma, Maintenance",https://www.drugs.com/trelegy-ellipta.html,https://www.drugs.com/mtm/fluticasone-umeclidinium-and-vilanterol.html,... show all 2 dosage forms,https://www.drugs.com/images/pills/custom/pill33217-2/trelegy-ellipta.jpeg,,6.8,237,https://www.drugs.com/comments/fluticasone-umeclidinium-vilanterol/trelegy-ellipta.html,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,Anti-Doping Classification,COPD  ,6.9,172,https://www.drugs.com/comments/fluticasone-umeclidinium-vilanterol/trelegy-ellipta.html
Trelegy Ellipta,"fluticasone furoate, umeclidinium and vilanterol",Inhalation Powder,"September 18, 2017",GlaxoSmithKline,"COPD, Asthma, Maintenance",https://www.drugs.com/trelegy-ellipta.html,https://www.drugs.com/mtm/fluticasone-umeclidinium-and-vilanterol.html,... show all 2 dosage forms,https://www.drugs.com/images/pills/custom/pill33217-2/trelegy-ellipta.jpeg,,6.8,237,https://www.drugs.com/comments/fluticasone-umeclidinium-vilanterol/trelegy-ellipta.html,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,Anti-Doping Classification,COPD  ,6.9,172,https://www.drugs.com/comments/fluticasone-umeclidinium-vilanterol/trelegy-ellipta.html
Trelegy Ellipta,"fluticasone furoate, umeclidinium and vilanterol",Inhalation Powder,"September 18, 2017",GlaxoSmithKline,"COPD, Asthma, Maintenance",https://www.drugs.com/trelegy-ellipta.html,https://www.drugs.com/mtm/fluticasone-umeclidinium-and-vilanterol.html,... show all 2 dosage forms,https://www.drugs.com/images/pills/custom/pill33217-2/trelegy-ellipta.jpeg,,6.8,237,https://www.drugs.com/comments/fluticasone-umeclidinium-vilanterol/trelegy-ellipta.html,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,Anti-Doping Classification,COPD  ,6.9,172,https://www.drugs.com/comments/fluticasone-umeclidinium-vilanterol/trelegy-ellipta.html
Trelegy Ellipta,"fluticasone furoate, umeclidinium and vilanterol",Inhalation Powder,"September 18, 2017",GlaxoSmithKline,"COPD, Asthma, Maintenance",https://www.drugs.com/trelegy-ellipta.html,https://www.drugs.com/mtm/fluticasone-umeclidinium-and-vilanterol.html,... show all 2 dosage forms,https://www.drugs.com/images/pills/custom/pill33217-2/trelegy-ellipta.jpeg,,6.8,237,https://www.drugs.com/comments/fluticasone-umeclidinium-vilanterol/trelegy-ellipta.html,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,Anti-Doping Classification,COPD  ,6.9,172,https://www.drugs.com/comments/fluticasone-umeclidinium-vilanterol/trelegy-ellipta.html
Trelegy Ellipta,"fluticasone furoate, umeclidinium and vilanterol",Inhalation Powder,"September 18, 2017",GlaxoSmithKline,"COPD, Asthma, Maintenance",https://www.drugs.com/trelegy-ellipta.html,https://www.drugs.com/mtm/fluticasone-umeclidinium-and-vilanterol.html,... show all 2 dosage forms,https://www.drugs.com/images/pills/custom/pill33217-2/trelegy-ellipta.jpeg,,6.8,237,https://www.drugs.com/comments/fluticasone-umeclidinium-vilanterol/trelegy-ellipta.html,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,Anti-Doping Classification,COPD  ,6.9,172,https://www.drugs.com/comments/fluticasone-umeclidinium-vilanterol/trelegy-ellipta.html
Trelegy Ellipta,"fluticasone furoate, umeclidinium and vilanterol",Inhalation Powder,"September 18, 2017",GlaxoSmithKline,"COPD, Asthma, Maintenance",https://www.drugs.com/trelegy-ellipta.html,https://www.drugs.com/mtm/fluticasone-umeclidinium-and-vilanterol.html,... show all 2 dosage forms,https://www.drugs.com/images/pills/custom/pill33217-2/trelegy-ellipta.jpeg,,6.8,237,https://www.drugs.com/comments/fluticasone-umeclidinium-vilanterol/trelegy-ellipta.html,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,Anti-Doping Classification,COPD  ,6.9,172,https://www.drugs.com/comments/fluticasone-umeclidinium-vilanterol/trelegy-ellipta.html
Trelegy Ellipta,"fluticasone furoate, umeclidinium and vilanterol",Inhalation Powder,"September 18, 2017",GlaxoSmithKline,"COPD, Asthma, Maintenance",https://www.drugs.com/trelegy-ellipta.html,https://www.drugs.com/mtm/fluticasone-umeclidinium-and-vilanterol.html,... show all 2 dosage forms,https://www.drugs.com/images/pills/custom/pill33217-2/trelegy-ellipta.jpeg,,6.8,237,https://www.drugs.com/comments/fluticasone-umeclidinium-vilanterol/trelegy-ellipta.html,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,Anti-Doping Classification,COPD  ,6.9,172,https://www.drugs.com/comments/fluticasone-umeclidinium-vilanterol/trelegy-ellipta.html
Trelegy Ellipta,"fluticasone furoate, umeclidinium and vilanterol",Inhalation Powder,"September 18, 2017",GlaxoSmithKline,"COPD, Asthma, Maintenance",https://www.drugs.com/trelegy-ellipta.html,https://www.drugs.com/mtm/fluticasone-umeclidinium-and-vilanterol.html,... show all 2 dosage forms,https://www.drugs.com/images/pills/custom/pill33217-2/trelegy-ellipta.jpeg,,6.8,237,https://www.drugs.com/comments/fluticasone-umeclidinium-vilanterol/trelegy-ellipta.html,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,Anti-Doping Classification,COPD  ,6.9,172,https://www.drugs.com/comments/fluticasone-umeclidinium-vilanterol/trelegy-ellipta.html
Trelegy Ellipta,"fluticasone furoate, umeclidinium and vilanterol",Inhalation Powder,"September 18, 2017",GlaxoSmithKline,"COPD, Asthma, Maintenance",https://www.drugs.com/trelegy-ellipta.html,https://www.drugs.com/mtm/fluticasone-umeclidinium-and-vilanterol.html,... show all 2 dosage forms,https://www.drugs.com/images/pills/custom/pill33217-2/trelegy-ellipta.jpeg,,6.8,237,https://www.drugs.com/comments/fluticasone-umeclidinium-vilanterol/trelegy-ellipta.html,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,Anti-Doping Classification,COPD  ,6.9,172,https://www.drugs.com/comments/fluticasone-umeclidinium-vilanterol/trelegy-ellipta.html
Trelegy Ellipta,"fluticasone furoate, umeclidinium and vilanterol",Inhalation Powder,"September 18, 2017",GlaxoSmithKline,"COPD, Asthma, Maintenance",https://www.drugs.com/trelegy-ellipta.html,https://www.drugs.com/mtm/fluticasone-umeclidinium-and-vilanterol.html,... show all 2 dosage forms,https://www.drugs.com/images/pills/custom/pill33217-2/trelegy-ellipta.jpeg,,6.8,237,https://www.drugs.com/comments/fluticasone-umeclidinium-vilanterol/trelegy-ellipta.html,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,Anti-Doping Classification,COPD  ,6.9,172,https://www.drugs.com/comments/fluticasone-umeclidinium-vilanterol/trelegy-ellipta.html
Trelegy Ellipta,"fluticasone furoate, umeclidinium and vilanterol",Inhalation Powder,"September 18, 2017",GlaxoSmithKline,"COPD, Asthma, Maintenance",https://www.drugs.com/trelegy-ellipta.html,https://www.drugs.com/mtm/fluticasone-umeclidinium-and-vilanterol.html,... show all 2 dosage forms,https://www.drugs.com/images/pills/custom/pill33217-2/trelegy-ellipta.jpeg,,6.8,237,https://www.drugs.com/comments/fluticasone-umeclidinium-vilanterol/trelegy-ellipta.html,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,Anti-Doping Classification,COPD  ,6.9,172,https://www.drugs.com/comments/fluticasone-umeclidinium-vilanterol/trelegy-ellipta.html
Trelegy Ellipta,"fluticasone furoate, umeclidinium and vilanterol",Inhalation Powder,"September 18, 2017",GlaxoSmithKline,"COPD, Asthma, Maintenance",https://www.drugs.com/trelegy-ellipta.html,https://www.drugs.com/mtm/fluticasone-umeclidinium-and-vilanterol.html,... show all 2 dosage forms,https://www.drugs.com/images/pills/custom/pill33217-2/trelegy-ellipta.jpeg,,6.8,237,https://www.drugs.com/comments/fluticasone-umeclidinium-vilanterol/trelegy-ellipta.html,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,Anti-Doping Classification,COPD  ,6.9,172,https://www.drugs.com/comments/fluticasone-umeclidinium-vilanterol/trelegy-ellipta.html
Trelegy Ellipta,"fluticasone furoate, umeclidinium and vilanterol",Inhalation Powder,"September 18, 2017",GlaxoSmithKline,"COPD, Asthma, Maintenance",https://www.drugs.com/trelegy-ellipta.html,https://www.drugs.com/mtm/fluticasone-umeclidinium-and-vilanterol.html,... show all 2 dosage forms,https://www.drugs.com/images/pills/custom/pill33217-2/trelegy-ellipta.jpeg,,6.8,237,https://www.drugs.com/comments/fluticasone-umeclidinium-vilanterol/trelegy-ellipta.html,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,Anti-Doping Classification,COPD  ,6.9,172,https://www.drugs.com/comments/fluticasone-umeclidinium-vilanterol/trelegy-ellipta.html
Trelegy Ellipta,"fluticasone furoate, umeclidinium and vilanterol",Inhalation Powder,"September 18, 2017",GlaxoSmithKline,"COPD, Asthma, Maintenance",https://www.drugs.com/trelegy-ellipta.html,https://www.drugs.com/mtm/fluticasone-umeclidinium-and-vilanterol.html,... show all 2 dosage forms,https://www.drugs.com/images/pills/custom/pill33217-2/trelegy-ellipta.jpeg,,6.8,237,https://www.drugs.com/comments/fluticasone-umeclidinium-vilanterol/trelegy-ellipta.html,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,Anti-Doping Classification,COPD  ,6.9,172,https://www.drugs.com/comments/fluticasone-umeclidinium-vilanterol/trelegy-ellipta.html
Trelegy Ellipta,"fluticasone furoate, umeclidinium and vilanterol",Inhalation Powder,"September 18, 2017",GlaxoSmithKline,"COPD, Asthma, Maintenance",https://www.drugs.com/trelegy-ellipta.html,https://www.drugs.com/mtm/fluticasone-umeclidinium-and-vilanterol.html,... show all 2 dosage forms,https://www.drugs.com/images/pills/custom/pill33217-2/trelegy-ellipta.jpeg,,6.8,237,https://www.drugs.com/comments/fluticasone-umeclidinium-vilanterol/trelegy-ellipta.html,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,Anti-Doping Classification,COPD  ,6.9,172,https://www.drugs.com/comments/fluticasone-umeclidinium-vilanterol/trelegy-ellipta.html
ArmonAir RespiClick,fluticasone propionate,Inhalation Powder,"January 27, 2017",Teva Pharmaceutical Industries Ltd.,"Asthma, Maintenance",https://www.drugs.com/mtm/armonair-respiclick-113.html,https://www.drugs.com/arnuity-ellipta.html,Flovent Diskus,,,6.1,67,https://www.drugs.com/comments/fluticasone/,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,Anti-Doping Classification,"Asthma, Maintenance  ",6.4,64,https://www.drugs.com/comments/fluticasone/
Mavyret,glecaprevir and pibrentasvir,Tablets and Oral Pellets,"August 3, 2017",AbbVie Inc.,Hepatitis C,https://www.drugs.com/mavyret.html,https://www.drugs.com/mtm/glecaprevir-and-pibrentasvir.html,Antiviral combinations,https://www.drugs.com/images/pills/fio/ABV26251.JPG,,8.5,411,https://www.drugs.com/comments/glecaprevir-pibrentasvir/mavyret.html,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,Hepatitis C  ,8.4,406,https://www.drugs.com/comments/glecaprevir-pibrentasvir/mavyret.html
Tremfya,guselkumab,Injection,"July 13, 2017","Janssen Biotech, Inc.","Plaque Psoriasis, Psoriatic Arthritis",https://www.drugs.com/tremfya.html,https://www.drugs.com/guselkumab.html,Interleukin inhibitors,https://www.drugs.com/images/pills/custom/pill32718-2/tremfya.png,,6.9,81,https://www.drugs.com/comments/guselkumab/tremfya.html,Prescription only,Risk data available,Not a controlled drug, FDA approved 2017,,Plaque Psoriasis  ,7.6,40,https://www.drugs.com/comments/guselkumab/tremfya.html
Eskata,hydrogen peroxide,Topical Solution,"December 14, 2017","Aclaris Therapeutics, Inc.",Seborrheic Keratoses,https://www.drugs.com/pro/eskata.html,https://www.drugs.com/cons/hydrogen-peroxide.html,Topical anti-infectives,,hydrogen peroxide topical,1.2,10,https://www.drugs.com/comments/hydrogen-peroxide-topical/eskata.html,Discontinued,,Not a controlled drug,Drug history at FDA,,Seborrheic Keratosis  ,1.2,10,https://www.drugs.com/comments/hydrogen-peroxide-topical/eskata.html
Admelog,insulin lispro,Injection,"December 11, 2017",Sanofi,"Diabetes, Type 1, Diabetes, Type 2",https://www.drugs.com/mtm/admelog.html,https://www.drugs.com/insulin-lispro.html,Insulin,,"metformin, Trulicity, Lantus, Tresiba, Victoza, Levemir, Basaglar",2.1,23,https://www.drugs.com/comments/insulin-lispro/admelog.html,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,"Diabetes, Type 1  ",1.9,19,https://www.drugs.com/comments/insulin-lispro/admelog.html
Vyzulta,latanoprostene bunod,Ophthalmic Solution  - formerly Vesneo,"November 2, 2017","Valeant Pharmaceuticals International, Inc.","Glaucoma, Open Angle, Intraocular Hypertension",https://www.drugs.com/mtm/vyzulta.html,https://www.drugs.com/mtm/latanoprostene-bunod-ophthalmic.html,Ophthalmic glaucoma agents,,,6.4,12,https://www.drugs.com/comments/latanoprostene-bunod-ophthalmic/vyzulta.html,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,"Glaucoma, Open Angle  ",5.3,6,https://www.drugs.com/comments/latanoprostene-bunod-ophthalmic/vyzulta.html
Cotempla XR-ODT,methylphenidate,Extended-Release Orally Disintegrating Tablets,"June 19, 2017","Neos Therapeutics, Inc.",Attention-Deficit/Hyperactivity Disorder (ADHD),https://www.drugs.com/cotempla-xr-odt.html,https://www.drugs.com/methylphenidate.html,CNS stimulants,https://www.drugs.com/images/pills/fio/NTB02000.JPG,"Adderall, Vyvanse, methylphenidate, atomoxetine, Concerta, Strattera",6.5,8,https://www.drugs.com/comments/methylphenidate/cotempla-xr-odt.html,Prescription only,Risk data available,High potential for abuse,Drug history at FDA,Anti-Doping Classification,ADHD  ,6.5,8,https://www.drugs.com/comments/methylphenidate/cotempla-xr-odt.html
Symproic,naldemedine,Tablets,"March 23, 2017",Shionogi Inc.,Opioid-Induced Constipation,https://www.drugs.com/symproic.html,https://www.drugs.com/mtm/naldemedine.html,Peripheral opioid receptor antagonists,https://www.drugs.com/images/pills/fio/PUP05230.JPG,"lubiprostone, Amitiza, Movantik, Relistor, naloxegol, naldemedine",6.1,32,https://www.drugs.com/comments/naldemedine/symproic.html,Prescription only,Risk data available,Not a controlled drug, FDA approved 2017,,Opioid-Induced Constipation  ,6.1,32,https://www.drugs.com/comments/naldemedine/symproic.html
Nerlynx,neratinib,Tablets,"July 17, 2017","Puma Biotechnology, Inc.",Breast Cancer,https://www.drugs.com/nerlynx.html,https://www.drugs.com/mtm/neratinib.html,EGFR inhibitors,https://www.drugs.com/images/pills/fio/PUM02400.JPG,,4.9,20,https://www.drugs.com/comments/neratinib/nerlynx.html,Prescription only,Risk data available,Not a controlled drug, FDA approved 2017,,"Breast Cancer, Adjuvant  ",4.9,20,https://www.drugs.com/comments/neratinib/nerlynx.html
Rhopressa,netarsudil,Ophthalmic Solution,"December 18, 2017","Aerie Pharmaceuticals, Inc.",Glaucoma,https://www.drugs.com/cons/rhopressa.html,https://www.drugs.com/mtm/netarsudil-ophthalmic.html,Ophthalmic glaucoma agents,,"epinephrine ophthalmic, latanoprost ophthalmic, timolol ophthalmic, pilocarpine ophthalmic, brimonidine ophthalmic, Lumigan, Xalatan",4.0,35,https://www.drugs.com/comments/netarsudil-ophthalmic/rhopressa.html,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,"Glaucoma, Open Angle  ",4.0,27,https://www.drugs.com/comments/netarsudil-ophthalmic/rhopressa.html
Zejula,niraparib,Capsules and Tablets,"March 27, 2017",GSK,"Ovarian Cancer, Fallopian Tube Cancer, Peritoneal Cancer",https://www.drugs.com/zejula.html,https://www.drugs.com/mtm/niraparib.html,PARP inhibitors,https://www.drugs.com/images/pills/fio/TES01030.JPG,,6.6,56,https://www.drugs.com/comments/niraparib/zejula.html,Prescription only,Risk data available,Not a controlled drug, FDA approved 2017,,Ovarian Cancer  ,6.4,48,https://www.drugs.com/comments/niraparib/zejula.html
Ocrevus,ocrelizumab,Injection,"March 28, 2017","Genentech, Inc.",Multiple Sclerosis,https://www.drugs.com/ocrevus.html,https://www.drugs.com/ocrelizumab.html,CD20 monoclonal antibodies,https://www.drugs.com/images/pills/custom/pill32930-1/ocrevus.jpeg,,4.8,159,https://www.drugs.com/comments/ocrelizumab/ocrevus.html,Prescription only,Risk data available,Not a controlled drug, FDA approved 2017,,Multiple Sclerosis  ,4.8,159,https://www.drugs.com/comments/ocrelizumab/ocrevus.html
Rhofade,oxymetazoline hydrochloride,Cream,"January 18, 2017",Allergan plc,Rosacea,https://www.drugs.com/rhofade.html,https://www.drugs.com/mtm/oxymetazoline-topical.html,Topical anti-rosacea agents,,"doxycycline, metronidazole topical, ivermectin topical, minocycline topical, brimonidine topical, oxymetazoline topical",3.2,135,https://www.drugs.com/comments/oxymetazoline-topical/rhofade.html,Prescription only,Risk data available,Not a controlled drug,Drug history at FDA,,Rosacea  ,3.2,134,https://www.drugs.com/comments/oxymetazoline-topical/rhofade.html
Trulance,plecanatide,Tablets,"January 19, 2017",Synergy Pharmaceuticals Inc.,"Constipation, Chronic, Irritable Bowel Syndrome",https://www.drugs.com/trulance.html,https://www.drugs.com/mtm/plecanatide.html,Guanylate cyclase-C agonists,https://www.drugs.com/images/pills/fio/BSH00030.JPG,"MiraLAX, Linzess, polyethylene glycol 3350, lubiprostone, Amitiza, linaclotide, prucalopride",6.0,273,https://www.drugs.com/comments/plecanatide/trulance.html,Prescription only,Risk data available,Not a controlled drug, FDA approved 2017,,Chronic Idiopathic Constipation  ,5.9,199,https://www.drugs.com/comments/plecanatide/trulance.html
Kisqali,ribociclib,Tablets  - formerly LEE011,"March 13, 2017",Novartis Pharmaceuticals Corporation,Breast Cancer,https://www.drugs.com/kisqali.html,https://www.drugs.com/mtm/ribociclib.html,CDK 4/6 inhibitors,,"Verzenio, Ibrance, Arimidex, Xeloda, Femara, Herceptin, Faslodex",8.5,23,https://www.drugs.com/comments/ribociclib/kisqali.html,Prescription only,Risk data available,Not a controlled drug, FDA approved 2017,,"Breast Cancer, Metastatic  ",8.5,23,https://www.drugs.com/comments/ribociclib/kisqali.html
Kevzara,sarilumab,Injection,"May 22, 2017","Sanofi and Regeneron Pharmaceuticals, Inc.","Rheumatoid Arthritis, Polymyalgia Rheumatica",https://www.drugs.com/kevzara.html,https://www.drugs.com/mtm/sarilumab.html,Antirheumatics,https://www.drugs.com/images/pills/custom/pill34143-1/kevzara.png,"prednisone, ibuprofen, hydroxychloroquine, Humira, Enbrel, Remicade, Orencia",6.5,28,https://www.drugs.com/comments/sarilumab/kevzara.html,Prescription only,Risk data available,Not a controlled drug, FDA approved 2017,,Rheumatoid Arthritis  ,6.1,23,https://www.drugs.com/comments/sarilumab/kevzara.html
